observation_date,NASDAQCOM
2012-02-27,2966.159912109375
2012-02-28,2986.760009765625
2012-02-29,2966.889892578125
2012-03-01,2988.969970703125
2012-03-02,2976.18994140625
2012-03-05,2950.47998046875
2012-03-06,2910.320068359375
2012-03-07,2935.68994140625
2012-03-08,2970.419921875
2012-03-09,2988.340087890625
2012-03-12,2983.659912109375
2012-03-13,3039.8798828125
2012-03-14,3040.72998046875
2012-03-15,3056.3701171875
2012-03-16,3055.260009765625
2012-03-19,3078.320068359375
2012-03-20,3074.14990234375
2012-03-21,3075.320068359375
2012-03-22,3063.320068359375
2012-03-23,3067.919921875
2012-03-26,3122.570068359375
2012-03-27,3120.35009765625
2012-03-28,3104.9599609375
2012-03-29,3095.360107421875
2012-03-30,3091.570068359375
2012-04-02,3119.699951171875
2012-04-03,3113.570068359375
2012-04-04,3068.090087890625
2012-04-05,3080.5
2012-04-09,3047.080078125
2012-04-10,2991.219970703125
2012-04-11,3016.4599609375
2012-04-12,3055.550048828125
2012-04-13,3011.330078125
2012-04-16,2988.39990234375
2012-04-17,3042.820068359375
2012-04-18,3031.449951171875
2012-04-19,3007.56005859375
2012-04-20,3000.449951171875
2012-04-23,2970.449951171875
2012-04-24,2961.60009765625
2012-04-25,3029.6298828125
2012-04-26,3050.610107421875
2012-04-27,3069.199951171875
2012-04-30,3046.360107421875
2012-05-01,3050.43994140625
2012-05-02,3059.85009765625
2012-05-03,3024.300048828125
2012-05-04,2956.340087890625
2012-05-07,2957.760009765625
2012-05-08,2946.27001953125
2012-05-09,2934.7099609375
2012-05-10,2933.639892578125
2012-05-11,2933.820068359375
2012-05-14,2902.580078125
2012-05-15,2893.760009765625
2012-05-16,2874.0400390625
2012-05-17,2813.68994140625
2012-05-18,2778.7900390625
2012-05-21,2847.2099609375
2012-05-22,2839.080078125
2012-05-23,2850.1201171875
2012-05-24,2839.3798828125
2012-05-25,2837.530029296875
2012-05-29,2870.989990234375
2012-05-30,2837.360107421875
2012-05-31,2827.340087890625
2012-06-01,2747.47998046875
2012-06-04,2760.010009765625
2012-06-05,2778.110107421875
2012-06-06,2844.719970703125
2012-06-07,2831.02001953125
2012-06-08,2858.419921875
2012-06-11,2809.72998046875
2012-06-12,2843.070068359375
2012-06-13,2818.610107421875
2012-06-14,2836.330078125
2012-06-15,2872.800048828125
2012-06-18,2895.330078125
2012-06-19,2929.760009765625
2012-06-20,2930.449951171875
2012-06-21,2859.090087890625
2012-06-22,2892.419921875
2012-06-25,2836.159912109375
2012-06-26,2854.06005859375
2012-06-27,2875.320068359375
2012-06-28,2849.489990234375
2012-06-29,2935.050048828125
2012-07-02,2951.22998046875
2012-07-03,2976.080078125
2012-07-05,2976.1201171875
2012-07-06,2937.330078125
2012-07-09,2931.77001953125
2012-07-10,2902.330078125
2012-07-11,2887.97998046875
2012-07-12,2866.18994140625
2012-07-13,2908.469970703125
2012-07-16,2896.93994140625
2012-07-17,2910.0400390625
2012-07-18,2942.60009765625
2012-07-19,2965.89990234375
2012-07-20,2925.300048828125
2012-07-23,2890.14990234375
2012-07-24,2862.989990234375
2012-07-25,2854.239990234375
2012-07-26,2893.25
2012-07-27,2958.090087890625
2012-07-30,2945.840087890625
2012-07-31,2939.52001953125
2012-08-01,2920.2099609375
2012-08-02,2909.77001953125
2012-08-03,2967.89990234375
2012-08-06,2989.909912109375
2012-08-07,3015.860107421875
2012-08-08,3011.25
2012-08-09,3018.639892578125
2012-08-10,3020.860107421875
2012-08-13,3022.52001953125
2012-08-14,3016.97998046875
2012-08-15,3030.929931640625
2012-08-16,3062.389892578125
2012-08-17,3076.590087890625
2012-08-20,3076.2099609375
2012-08-21,3067.260009765625
2012-08-22,3073.669921875
2012-08-23,3053.39990234375
2012-08-24,3069.7900390625
2012-08-27,3073.18994140625
2012-08-28,3077.139892578125
2012-08-29,3081.18994140625
2012-08-30,3048.7099609375
2012-08-31,3066.9599609375
2012-09-04,3075.06005859375
2012-09-05,3069.27001953125
2012-09-06,3135.81005859375
2012-09-07,3136.419921875
2012-09-10,3104.02001953125
2012-09-11,3104.530029296875
2012-09-12,3114.31005859375
2012-09-13,3155.830078125
2012-09-14,3183.949951171875
2012-09-17,3178.669921875
2012-09-18,3177.800048828125
2012-09-19,3182.6201171875
2012-09-20,3175.9599609375
2012-09-21,3179.9599609375
2012-09-24,3160.780029296875
2012-09-25,3117.72998046875
2012-09-26,3093.699951171875
2012-09-27,3136.60009765625
2012-09-28,3116.22998046875
2012-10-01,3113.530029296875
2012-10-02,3120.0400390625
2012-10-03,3135.22998046875
2012-10-04,3149.4599609375
2012-10-05,3136.18994140625
2012-10-08,3112.35009765625
2012-10-09,3065.02001953125
2012-10-10,3051.780029296875
2012-10-11,3049.409912109375
2012-10-12,3044.110107421875
2012-10-15,3064.179931640625
2012-10-16,3101.169921875
2012-10-17,3104.1201171875
2012-10-18,3072.8701171875
2012-10-19,3005.6201171875
2012-10-22,3016.9599609375
2012-10-23,2990.4599609375
2012-10-24,2981.699951171875
2012-10-25,2986.1201171875
2012-10-26,2987.949951171875
2012-10-31,2977.22998046875
2012-11-01,3020.06005859375
2012-11-02,2982.1298828125
2012-11-05,2999.659912109375
2012-11-06,3011.929931640625
2012-11-07,2937.2900390625
2012-11-08,2895.580078125
2012-11-09,2904.8701171875
2012-11-12,2904.25
2012-11-13,2883.889892578125
2012-11-14,2846.81005859375
2012-11-15,2836.93994140625
2012-11-16,2853.1298828125
2012-11-19,2916.070068359375
2012-11-20,2916.679931640625
2012-11-21,2926.550048828125
2012-11-23,2966.85009765625
2012-11-26,2976.780029296875
2012-11-27,2967.7900390625
2012-11-28,2991.780029296875
2012-11-29,3012.030029296875
2012-11-30,3010.239990234375
2012-12-03,3002.199951171875
2012-12-04,2996.68994140625
2012-12-05,2973.699951171875
2012-12-06,2989.27001953125
2012-12-07,2978.0400390625
2012-12-10,2986.9599609375
2012-12-11,3022.300048828125
2012-12-12,3013.81005859375
2012-12-13,2992.159912109375
2012-12-14,2971.330078125
2012-12-17,3010.60009765625
2012-12-18,3054.530029296875
2012-12-19,3044.360107421875
2012-12-20,3050.389892578125
2012-12-21,3021.010009765625
2012-12-24,3012.60009765625
2012-12-26,2990.159912109375
2012-12-27,2985.909912109375
2012-12-28,2960.31005859375
2012-12-31,3019.510009765625
2013-01-02,3112.260009765625
