,Historical
2015-06-24,-1.637277277647602
2015-06-25,-1.637277277647602
2015-06-26,-1.637277277647602
2015-06-29,-1.637277277647602
2015-06-30,-1.648852791741331
2015-07-01,-1.648852791741331
2015-07-02,-1.648852791741331
2015-07-06,-1.648852791741331
2015-07-07,-1.648852791741331
2015-07-08,-1.648852791741331
2015-07-09,-1.650264086090778
2015-07-10,-1.650264086090778
2015-07-13,-1.650264086090778
2015-07-14,-1.650264086090778
2015-07-15,-1.650264086090778
2015-07-16,-1.650264086090778
2015-07-17,-1.650264086090778
2015-07-20,-1.650264086090778
2015-07-21,-1.650264086090778
2015-07-22,-1.650264086090778
2015-07-23,-1.650264086090778
2015-07-24,-1.650264086090778
2015-07-27,-1.650264086090778
2015-07-28,-1.650264086090778
2015-07-29,-1.650264086090778
2015-07-30,-1.650264086090778
2015-07-31,-1.650264086090778
2015-08-03,-1.650264086090778
2015-08-04,-1.650264086090778
2015-08-05,-1.648852791741331
2015-08-06,-1.648852791741331
2015-08-07,-1.648852791741331
2015-08-10,-1.648852791741331
2015-08-11,-1.648852791741331
2015-08-12,-1.648852791741331
2015-08-13,-1.648852791741331
2015-08-14,-1.648852791741331
2015-08-17,-1.648852791741331
2015-08-18,-1.648852791741331
2015-08-19,-1.648852791741331
2015-08-20,-1.648852791741331
2015-08-21,-1.650264086090778
2015-08-24,-1.6649129444052633
2015-08-25,-1.6973008977775539
2015-08-26,-1.6973008977775539
2015-08-27,-1.6649129444052633
2015-08-28,-1.6649129444052633
2015-08-31,-1.6649129444052633
2015-09-01,-1.6649129444052633
2015-09-02,-1.6973008977775539
2015-09-03,-1.6973008977775539
2015-09-04,-1.6973008977775539
2015-09-08,-1.6973008977775539
2015-09-09,-1.6973008977775539
2015-09-10,-1.6973008977775539
2015-09-11,-1.6973008977775539
2015-09-14,-1.6973008977775539
2015-09-15,-1.6649129444052633
2015-09-16,-1.6649129444052633
2015-09-17,-1.6649129444052633
2015-09-18,-1.6649129444052633
2015-09-21,-1.650264086090778
2015-09-22,-1.650264086090778
2015-09-23,-1.650264086090778
2015-09-24,-1.650264086090778
2015-09-25,-1.650264086090778
2015-09-28,-1.650264086090778
2015-09-29,-1.6649129444052633
2015-09-30,-1.6649129444052633
2015-10-01,-1.6649129444052633
2015-10-02,-1.6649129444052633
2015-10-05,-1.6649129444052633
2015-10-06,-1.6649129444052633
2015-10-07,-1.6649129444052633
2015-10-08,-1.6649129444052633
2015-10-09,-1.6649129444052633
2015-10-12,-1.6649129444052633
