,Historical,Variance-Covariance,RiskMetrics,CCC-GARCH,Copula-GARCH Student,Copula-GARCH Gaussian,Copula-GARCH Plackett,Copula-GARCH Clayton,Copula-GARCH Rotated Clayton,Copula-GARCH SJC,Copula-GARCH Frank,Copula-GARCH Gumbel,Copula-GARCH Rotated Gumbel,Copula-MSM Student,Copula-MSM Gaussian
2013-12-19,-3.111555632892665,-2.531282470939291,-1.6113666116030043,-1.7941751106027402,-1.7957647727110393,-1.794148616610849,-1.7469696758946065,-1.8120507181194925,-1.5561507153632084,-1.802092468146876,-1.6967117274800578,-1.7577727332251851,-1.8094123361757652,-2.2543476252130983,-2.2465206548594887
2013-12-20,-3.111555632892665,-2.531742990797535,-1.5654811958270711,-1.727236843670949,-1.7287622113076515,-1.727213405361689,-1.6816716964620646,-1.7444370058441636,-1.4976412421574503,-1.734598381428269,-1.633113014367208,-1.692176221110648,-1.7419014935125368,-2.097743042640404,-2.091999256069772
2013-12-23,-3.111555632892665,-2.531786379213961,-1.58662774397314,-1.743165936054754,-1.7447755794354598,-1.7431440821493691,-1.697309284010557,-1.7605948861885206,-1.5113924054366117,-1.750853707233143,-1.638269224068768,-1.707756482581925,-1.758029063162465,-2.1725747538238074,-2.1662609887090856
2013-12-24,-3.0801747476922774,-2.518517911001024,-1.604457968013549,-1.7477080198849453,-1.749279286796057,-1.747711883002793,-1.7017355621267207,-1.7653092439180764,-1.515165259768381,-1.7556515424241923,-1.635516378529055,-1.7119897419205137,-1.762715369352223,-2.1988128666066733,-2.1924649077074845
2013-12-26,-3.0801747476922774,-2.5184123091562065,-1.5608119698270957,-1.673731655072889,-1.6752512714184182,-1.6737310056751409,-1.6295827452378877,-1.6906165787219178,-1.450585621720207,-1.681302766345875,-1.5827670095246802,-1.639477698505359,-1.688130169895507,-2.044640207677782,-2.039401819460614
2013-12-27,-3.0801747476922774,-2.518160198940921,-1.5285180251518395,-1.6197553734955823,-1.621263044443916,-1.6197512136144097,-1.5769411385472316,-1.6360905049669845,-1.4036360119834883,-1.627302444161591,-1.5152565935450697,-1.586671446003366,-1.6336878893485238,-1.9549601128508556,-1.9502637666946885
2013-12-30,-3.0801747476922774,-2.5164003538573305,-1.4842251798321409,-1.5696727524323506,-1.5710912608277652,-1.5696653864901635,-1.5280405386382894,-1.5855419431442304,-1.3599875884488997,-1.5767836659421532,-1.4702257026056522,-1.5374801227457748,-1.583203450997934,-1.863745901298531,-1.859118748670444
2013-12-31,-3.0801747476922774,-2.516578467623672,-1.4391701954773304,-1.5129860535550244,-1.5143875634854662,-1.5129771333949829,-1.4728930256993331,-1.528300149885492,-1.3105697516589156,-1.519990971441006,-1.4187504870057643,-1.481948577113168,-1.5260471158707112,-1.7826764100441044,-1.778492326225279
2014-01-02,-3.0801747476922774,-2.5165798604219503,-1.42040771157907,-1.4820171818687653,-1.4834112691955978,-1.4820074268705514,-1.4428146498426837,-1.4970106460606432,-1.2837131676929303,-1.4886169604997814,-1.400973009343059,-1.4516656074268472,-1.4948103929456096,-1.781140762227889,-1.7769966057648137
2014-01-03,-3.0801747476922774,-2.517000099936315,-1.4594496393689933,-1.596969616720953,-1.5984594427020995,-1.5969551163883045,-1.5548816850177063,-1.6130568748977987,-1.3836606975990602,-1.603914852880528,-1.5098160504657303,-1.564348492291304,-1.6106975276438766,-1.9796464802439684,-1.9749364511974588
2014-01-06,-3.0801747476922774,-2.517444341786402,-1.417620433207373,-1.547343731664766,-1.5487948637116582,-1.5473318452193148,-1.5063862933850052,-1.5629769190658864,-1.3404406687276105,-1.5541693425994632,-1.4512405533417785,-1.5156563537344478,-1.560681907798474,-1.8688397807293875,-1.86456798412677
2014-01-07,-3.0801747476922774,-2.507653166353456,-1.3885711935725245,-1.525780699752559,-1.5272113949838546,-1.5257776040006203,-1.485343983115592,-1.5412959313443322,-1.321420414420354,-1.5329882501343033,-1.4425555860983106,-1.494365279120382,-1.5390162860754184,-1.831325054639804,-1.8268650851724424
2014-01-08,-3.0801747476922774,-2.507289271300749,-1.4179195507136075,-1.5523413723484338,-1.5537990885484845,-1.5523366864342485,-1.5113548965566332,-1.5680315033835317,-1.3452186267544102,-1.5595344252449077,-1.4568347286013446,-1.5205382774333844,-1.5657277429872345,-1.9210935153361204,-1.9166544360769693
2014-01-09,-3.0801747476922774,-2.500654712548001,-1.376997586383003,-1.4978837509726173,-1.4992385869788305,-1.4978784348740417,-1.4581735263777202,-1.5131326291512313,-1.2971506900873035,-1.5050562734494508,-1.4052825741488146,-1.4669320541839783,-1.510892853468785,-1.8266405755973776,-1.82208158001786
2014-01-10,-3.0801747476922774,-2.5007018446676264,-1.3361639424178655,-1.4539956632351312,-1.4553225169805877,-1.453988481242373,-1.415312476063945,-1.468817316126041,-1.2591148449485414,-1.4608959572344775,-1.3669111158272067,-1.4239295668401413,-1.4666392092855771,-1.765989914640043,-1.7616126019740803
2014-01-13,-3.0801747476922774,-2.500699390437464,-1.3096172953565992,-1.415512666190509,-1.4168255281723312,-1.4155057663289516,-1.3777175540388271,-1.4299639741299734,-1.2256845105151135,-1.4221293440159066,-1.3230439486513557,-1.3862305089035971,-1.4278406072268464,-1.737759124990945,-1.7334564426121697
2014-01-14,-3.0801747476922774,-2.503724222485374,-1.4914999592616485,-1.7560783110198117,-1.7577137606198516,-1.7560691008679523,-1.709893801902839,-1.773678563521326,-1.523429410195571,-1.7641349956969774,-1.6496258549267466,-1.720360155018214,-1.7710896457007972,-2.0598104926212004,-2.055844392229475
2014-01-15,-3.0801747476922774,-2.5015771265528994,-1.6456121574492386,-1.9213595185074868,-1.9231487557323024,-1.9213340939898595,-1.871238738741472,-1.9403811171456284,-1.6698490118424631,-1.929986952551188,-1.801667027443928,-1.8827822916452008,-1.937577862342364,-2.421109708794889,-2.413515955565249
2014-01-16,-3.0801747476922774,-2.5015765740995968,-1.6362537028794488,-1.8700543905756544,-1.8718145555236487,-1.870036558861188,-1.8212906186383824,-1.8885881550593488,-1.6252400110480372,-1.87847411138998,-1.7555177974079312,-1.832529438954103,-1.885860610906836,-2.340077226367475,-2.332806568963702
2014-01-17,-3.0801747476922774,-2.4953725506769957,-1.5864573707805645,-1.7863558607831882,-1.7880905358069012,-1.786391621659403,-1.7395606762533151,-1.804237333348192,-1.551690577803014,-1.7944676842002192,-1.677500087942735,-1.7503609264701236,-1.8016136466002253,-2.166524071398674,-2.160380457246786
2014-01-21,-3.0801747476922774,-2.4960582316269813,-1.5589790881130354,-1.7523900030294643,-1.7541203337247675,-1.7524221889290537,-1.7065721664727556,-1.7699455173726977,-1.5221982740967013,-1.7608081216605993,-1.658338310014856,-1.7171339190687316,-1.7673689010400626,-2.126102457234864,-2.1201768436701878
